County,Latitude,Longitude
Rutland County,43.0278745,-73.1349605
Windham County,43.6448675,-72.9932969
Grand Isle County,41.8275622,-72.0468164
Franklin County,44.8595928,-73.2957299
Orange County,40.0154745,-82.9931607
Essex County,33.7174708,-117.8311428
Caledonia County,40.7947466,-74.2648829
Virginia,44.55051,-72.0481907
US ,37.4315734,-78.6568942
Lexington City,37.09024,-95.712891
Williamsburg City,35.8240265,-80.2533838
Hanover County,37.2707022,-76.7074571
Buena Vista City,37.7772071,-77.5160788
Poquoson City,37.7343004,-79.3539238
Clarke County,37.1223664,-76.3457773
Prince Edward County,33.9519347,-83.357567
Isle of Wight County,37.1982888,-78.4297187
Fredericksburg City,36.9288915,-76.6874701
Nottoway County,38.3031837,-77.4605399
Suffolk City,37.1148487,-78.0195387
Petersburg City,36.7282054,-76.5835621
Northampton County,37.2279279,-77.4019267
New Kent County,40.7749283,-75.294569
Virginia Beach City,37.4653757,-76.964306
James City County,36.8529263,-75.977985
Surry County,37.3002132,-76.8028933
Franklin City,36.3743453,-80.6770787
Botetourt County,35.9250637,-86.8688899
Bath County,37.5774613,-79.7848422
Colonial Heights City,38.111733,-79.6502105
Chesapeake City,37.244039,-77.4102607
Newport News City,39.530946,-75.8074367
Salem City,37.0870821,-76.4730122
Essex County,40.0530105,-111.673536
Greene County,40.7947466,-74.2648829
Hampton City,39.697399,-83.8897057
Norfolk City,37.0298687,-76.3452218
Arlington County,36.8507689,-76.2858726
Henrico County,38.8816208,-77.0909809
Brunswick County,37.5059332,-77.3324425
Roanoke County,34.0275398,-78.2020387
Appomattox County,37.2467123,-80.1205256
Waynesboro City,37.402489,-78.792953
Danville City,38.0684692,-78.8894682
Fairfax City,36.5859718,-79.3950228
Loudoun County,38.8462236,-77.3063733
Winchester City,39.076767,-77.6536125
York County,39.1856597,-78.1633341
Fluvanna County,37.2103925,-76.3868797
Orange County,37.8532863,-78.2476146
Page County,33.7174708,-117.8311428
Martinsville City,38.6301331,-78.52065
Dinwiddie County,36.6915262,-79.8725386
Mathews County,37.0769043,-77.6536125
King William County,37.3912302,-76.317414
Albemarle County,37.7372121,-77.1485163
Portsmouth City,38.0567092,-78.6114999
Middlesex County,36.8354258,-76.2982742
Southampton County,40.4111363,-74.3587473
Prince George County,36.6788512,-77.1024902
Richmond City,38.7849211,-76.8720961
Falls Church City,37.5407246,-77.4360481
Goochland County,38.882334,-77.1710914
Sussex County,37.7415997,-77.973865
Lunenburg County,38.6530841,-75.4344727
Frederick County,36.9261435,-78.2476146
Stafford County,39.3844507,-77.4701972
Lynchburg City,38.4334566,-77.4242972
Louisa County,37.4137536,-79.1422464
Chesterfield County,37.9925909,-77.973865
Radford City,37.3673217,-77.6077865
Rappahannock County,37.1317924,-80.5764477
Augusta County,38.6762327,-78.1564432
Campbell County,38.2004562,-79.2451149
Staunton City,37.221014,-79.1096901
Fairfax County,38.149576,-79.0716958
Franklin County,38.9085472,-77.2405153
Hopewell City,40.0154745,-82.9931607
Northumberland County,37.3043154,-77.2872001
Spotsylvania County,40.8674339,-76.6874701
Nelson County,38.204165,-77.6077865
Halifax County with South Boston City,37.7478599,-78.8835548
Roanoke City,36.6987493,-78.9013987
Powhatan County,37.2709704,-79.9414266
Amelia County,37.5643209,-77.8824596
Manassas City,37.3212714,-77.973865
Lancaster County,38.7509488,-77.4752667
Caroline County,40.0466571,-76.1783739
Fauquier County,38.0445557,-77.2864879
Rockingham County,38.7208787,-77.7909776
Covington City,38.5825919,-78.8835548
Bedford City and County,37.7934585,-79.9939463
Alexandria City,37.3343079,-79.5230877
Warren County,38.8048355,-77.0469214
Richmond County,39.4241422,-84.1857115
Charlottesville City,33.3205339,-82.0842901
Accomack County,38.0293059,-78.4766781
Harrisonburg City,37.7063323,-75.8069082
Prince William County,38.4495688,-78.8689155
Greensville County,38.7838939,-77.6077865
Shenandoah County,36.6056886,-77.6077865
King and Queen County,38.8413778,-78.5660852
Culpeper County,37.7298568,-76.8951551
King George County,38.491821,-77.973865
Alleghany County and Clifton Forge City,38.2372863,-77.1485163
Henry County,37.816239,-79.8244947
Floyd County,33.4347963,-84.1435136
Montgomery County,38.2869276,-85.8895551
Pittsylvania County,39.1547426,-77.2405153
Charles City County,36.7440186,-79.4703885
Wythe County,37.4018216,-77.1485163
Emporia City,36.9484414,-81.0848477
Patrick County,38.403903,-96.1816626
Grayson County,36.6886252,-80.3213106
Gloucester County,33.7062406,-96.663812
Dickenson County,39.7103023,-75.1078332
Rockbridge County,37.0929465,-82.345189
Westmoreland County,37.8062214,-79.5153773
Amherst County,40.2353963,-79.4703885
Mecklenburg County,37.5588285,-79.1096901
Cumberland County,35.2632655,-80.8543847
Manassas Park City,34.9542604,-78.7476208
Buckingham County,38.7840035,-77.4697111
Pulaski County,37.507008,-78.5660852
Giles County,34.7538615,-92.2236667
Charlotte County,37.3132885,-80.6770787
Galax City,26.8946009,-81.909826
Washington County,36.6612387,-80.9239671
Wise County,45.5469616,-123.1386021
Madison County,33.2895861,-97.6982272
Smyth County,38.9041402,-89.9253233
Bland County,36.8687921,-81.5596427
Carroll County,37.0924986,-81.1196075
Bristol City,39.5423418,-77.0564464
Tazewell County,51.454513,-2.58791
Russell County,40.5522078,-89.4742177
Scott County,36.9904385,-82.0842901
Lee County,44.6834072,-93.5407909
Buchanan County,26.6630286,-81.9534815
Craig County,39.6349791,-94.8105955
Highland County,37.4465895,-80.2321313
Norton City,39.2228606,-83.5070203
Washington,41.0292217,-81.6381795
US ,47.7510741,-120.7401385
Pend Oreille County,37.09024,-95.712891
San Juan County,48.4359065,-117.3173375
Clallam County,48.6118035,-122.9602621
King County,48.0405122,-124.016766
Pierce County,47.5480339,-121.9836029
Skagit County,47.0675877,-122.1295269
Lincoln County,48.4241961,-121.7114362
Benton County,35.4637028,-81.2078164
Snohomish County,44.6281686,-123.3873877
Kitsap County,48.0329979,-121.8339472
Whatcom County,47.6476607,-122.6412583
Thurston County,48.8787167,-121.9718658
Mason County,46.8645747,-122.7695986
Clark County,47.4251146,-123.1951376
Spokane County,36.0795613,-115.094045
Walla Walla County,47.658693,-117.4225481
Island County,46.2369842,-118.5854769
Whitman County,48.19765,-122.579457
Jefferson County,46.8363403,-117.5887295
Pacific County,39.5800298,-105.2662931
Cowlitz County,46.5180824,-123.8264512
Stevens County,46.1746472,-122.7746902
Asotin County,48.4558249,-117.9059909
Chelan County,46.1460123,-117.2085208
Grays Harbor County,47.9445331,-120.6749068
Wahkiakum County,46.9953526,-123.7012468
Okanogan County,46.3259463,-123.4945592
Klickitat County,48.5896831,-119.652214
Yakima County,45.888824,-120.9711029
Grant County,46.543606,-120.7558291
Lewis County,47.1981147,-119.3732456
Douglas County,46.6195461,-122.4554639
Adams County,39.2587106,-104.9388853
Kittitas County,39.8398269,-104.1930918
Skamania County,47.1749548,-120.931941
Franklin County,45.9428524,-121.8962257
Ferry County,40.0154745,-82.9931607
Columbia County,48.4718375,-118.4974069
Garfield County,33.5098514,-82.2583297
District of Columbia,39.6584775,-107.763621
US ,38.9071923,-77.0368707
West Virginia,37.09024,-95.712891
US ,38.5976262,-80.4549026
Ohio County,37.09024,-95.712891
Wetzel County,37.5108523,-86.8220341
Tyler County,39.5655978,-80.6770787
Marshall County,30.7324447,-94.315422
Marion County,34.3652297,-86.3376761
Clay County,29.2787765,-82.12784
Mason County,29.9943564,-81.7787021
Webster County,47.4251146,-123.1951376
Pleasants County,42.3974963,-94.1513764
Tucker County,39.3761707,-81.1416691
Barbour County,39.1083806,-79.6502105
Jefferson County,31.8172896,-85.354965
Berkeley County,39.5800298,-105.2662931
Monroe County,33.1260618,-80.0087746
Lewis County,43.2841246,-77.7452081
Cabell County,46.6195461,-122.4554639
Brooke County,38.4391927,-82.2583297
Jackson County,40.2697757,-80.5660657
Wood County,38.9914998,-94.315422
Kanawha County,44.4747774,-90.0746767
Harrison County,38.2556905,-81.4278984
Putnam County,30.432087,-89.0179332
Gilmer County,41.4351069,-73.7948516
Mercer County,34.6935359,-84.4802606
Boone County,40.3028533,-74.7337069
Raleigh County,38.9940572,-84.7315563
Mingo County,37.7381597,-81.2518833
Greenbrier County,37.7607801,-82.1713632
Hancock County,38.0198478,-80.543845
Fayette County,39.8249915,-85.8486236
Monongalia County,33.4502206,-84.4802606
Wayne County,39.6695849,-79.9640339
Morgan County,42.2790746,-83.336188
Hardy County,41.0576176,-111.6183755
Ritchie County,39.0416116,-78.9288242
Mineral County,39.1822303,-81.0312989
Nicholas County,37.6583677,-107.0067031
Calhoun County,38.3307714,-80.7657804
Upshur County,33.7701576,-85.80766
Pocahontas County,32.7099747,-94.976654
Lincoln County,38.3101706,-80.0087746
Pendleton County,35.4637028,-81.2078164
Logan County,38.7283386,-84.3962535
Braxton County,40.3899679,-83.8473015
Randolph County,38.7023371,-80.7214417
Preston County,35.7449531,-79.8296743
Roane County,39.4372135,-79.6502105
Taylor County,35.836117,-84.564147
McDowell County,32.2455088,-99.8124935
Hampshire County,35.6984405,-82.0842901
Summers County,42.3471357,-72.6624209
Wyoming County,37.5812062,-80.8543847
Doddridge County,42.642052,-78.2020387
Grant County,39.2367791,-80.6770787
Wirt County,47.1981147,-119.3732456
Wisconsin,39.0436093,-81.3839326
US ,43.7844397,-88.7878678
Vilas County,37.09024,-95.712891
Sawyer County,45.9787939,-89.4559162
Washburn County,45.8220169,-91.1685886
Waukesha County,45.9657186,-91.8148946
Ozaukee County,43.0072599,-88.3239309
Oneida County,43.3819496,-87.6186379
La Crosse County,43.2371798,-75.4344727
Lafayette County,43.8617023,-91.135302
Dane County,42.6293203,-90.0746767
Milwaukee County,43.0186073,-89.5497632
St. Croix County,43.0387949,-87.9065334
Sheboygan County,45.0497844,-92.3875695
Washington County,43.6895227,-87.6186379
Grant County,45.5469616,-123.1386021
Fond du Lac County,47.1981147,-119.3732456
Outagamie County,43.7008379,-88.2461183
Columbia County,44.4636545,-88.4016041
Shawano County,33.5098514,-82.2583297
Winnebago County,44.7683909,-88.7108964
Lincoln County,44.0126679,-88.7108964
Sauk County,35.4637028,-81.2078164
Monroe County,43.4066375,-89.9253233
Oconto County,43.2841246,-77.7452081
Walworth County,44.8332991,-88.0118473
Marathon County,42.6202834,-88.556531
Door County,44.850452,-89.8505012
Eau Claire County,44.8341302,-87.3770488
Racine County,44.7683909,-91.2891036
Calumet County,42.761082,-87.6186379
Clark County,44.1586082,-88.2461183
Chippewa County,36.0795613,-115.094045
Jefferson County,45.0673752,-91.2924666
Price County,39.5800298,-105.2662931
Manitowoc County,45.7511666,-90.4622144
Wood County,44.1438879,-87.460397
Dunn County,44.4747774,-90.0746767
Juneau County,44.909416,-91.9099238
Langlade County,43.8672979,-90.0746767
Waupaca County,45.220083,-89.0102133
Vernon County,44.4705941,-89.0179332
Kenosha County,43.5576968,-90.8294002
Brown County,42.5663156,-87.658113
Barron County,44.4561674,-87.9334803
Portage County,45.3607574,-91.776948
Green Lake County,41.1887572,-81.2518833
Marinette County,43.863117,-89.0179332
Iowa County,45.3581961,-88.0649606
Iron County,42.9416737,-90.0746767
Bayfield County,37.7854715,-113.1918021
Rock County,46.6650481,-91.1222007
Crawford County,42.6251506,-89.0179332
Buffalo County,41.6661391,-80.2767327
Taylor County,44.3102354,-91.7538817
Marquette County,32.2455088,-99.8124935
Polk County,43.865322,-89.3226954
Dodge County,27.8617347,-81.6911559
Waushara County,43.3994215,-88.7108964
Richland County,44.1313128,-89.2086773
Trempealeau County,34.0412165,-80.9428911
Adams County,44.2397592,-91.366216
Douglas County,39.8398269,-104.1930918
Kewaunee County,39.2587106,-104.9388853
Pierce County,44.5202599,-87.3810727
Burnett County,47.0675877,-122.1295269
Green County,45.8051186,-92.2888131
Florence County,42.6287336,-89.6251646
Ashland County,33.9828684,-79.6502105
Rusk County,46.9794969,-90.4824892
Pepin County,45.5193649,-91.1563029
Jackson County,44.6451183,-92.027319
Forest County,38.9914998,-94.315422
Menominee County,45.6704497,-88.8375807
Wyoming,45.4995277,-87.5746277
US ,43.0759678,-107.2902839
Weston County,37.09024,-95.712891
Teton County,43.9270224,-104.4723301
Park County,43.853632,-110.6314491
Laramie County,39.0897928,-105.5943388
Washakie County,41.4269559,-104.8454619
Natrona County,43.8347829,-107.7037626
Platte County,42.8313837,-106.912251
Lincoln County,39.3475649,-94.7691586
Fremont County,35.4637028,-81.2078164
Uinta County,38.5306514,-105.5005483
Albany County,41.2107397,-110.6168921
Converse County,42.5756797,-73.9359821
Sheridan County,43.0489425,-105.4068079
Sweetwater County,44.787904,-106.925973
Big Horn County,41.8519395,-109.1880047
Hot Springs County,44.6036387,-108.0941121
Carbon County,43.658734,-108.326784
Campbell County,40.901975,-75.667356
Sublette County,37.221014,-79.1096901
Crook County,42.8138723,-109.7591675
Goshen County,44.0978126,-120.0963654
Johnson County,42.0334428,-104.3791912
Niobrara County,38.845412,-94.8520636
